title,year,status,award
Elizabeth Taylor,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Natalie Wood,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Anouk Aimée,1967,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Fugitive, The (TV)",1967,Nominee,Television Series
"Man From U.N.C.L.E., The",1967,Nominee,Television Series
Run For Your Life,1967,Nominee,Television Series
That Girl,1967,Nominee,Television Series
Dean Martin,1967,Winner,Actor In A Television Series
Ida Kaminska,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Virginia McKenna,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Elizabeth Taylor,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Natalie Wood,1967,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Anouk Aimée,1967,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Fugitive, The (TV)",1967,Nominee,Television Series
"Man From U.N.C.L.E., The",1967,Nominee,Television Series
Run For Your Life,1967,Nominee,Television Series
That Girl,1967,Nominee,Television Series
Oskar Werner,1966,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Omar Sharif,1966,Winner,Best Performance by an Actor in a Motion Picture - Drama
Jack Lemmon,1966,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jerry Lewis,1966,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jason Robards Jr.,1966,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Alberto Sordi,1966,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Robert Bolt,1966,Winner,Best Screenplay - Motion Picture
"Collector, The",1966,Nominee,Best Motion Picture - Drama
"Flight of the Phoenix, The",1966,Nominee,Best Motion Picture - Drama
"Patch of Blue, A",1966,Nominee,Best Motion Picture - Drama
Ship of Fools,1966,Nominee,Best Motion Picture - Drama
Doctor Zhivago,1966,Winner,Best Motion Picture - Drama
Cat Ballou,1966,Nominee,Best Motion Picture - Musical or Comedy
The Great Race,1966,Nominee,Best Motion Picture - Musical or Comedy
Those Magnificent Men in Their Flying Machines,1966,Nominee,Best Motion Picture - Musical or Comedy
"Thousand Clowns, A",1966,Nominee,Best Motion Picture - Musical or Comedy
"Sound of Music, The",1966,Winner,Best Motion Picture - Musical or Comedy
Philip Dunne,1966,Nominee,Best Screenplay - Motion Picture
John Kohn,1966,Nominee,Best Screenplay - Motion Picture
Guy Green,1966,Nominee,Best Screenplay - Motion Picture
Sterling Silliphant,1966,Nominee,Best Screenplay - Motion Picture
Elizabeth Hartman,1966,Winner,New Star Of The Year - Actress
Ian Bannen,1966,Nominee,New Star Of The Year - Actor
James Caan,1966,Nominee,New Star Of The Year - Actor
James Fox,1966,Nominee,New Star Of The Year - Actor
Tom Nardini,1966,Nominee,New Star Of The Year - Actor
Robert Redford,1966,Winner,New Star Of The Year - Actor
Benjamin Frankel,1966,Nominee,Best Original Score - Motion Picture
Henry Mancini,1966,Nominee,Best Original Score - Motion Picture
Johnny Mandel,1966,Nominee,Best Original Score - Motion Picture
Sterling Silliphant,1966,Nominee,Best Screenplay - Motion Picture
Elizabeth Hartman,1966,Winner,New Star Of The Year - Actress
Ian Bannen,1966,Nominee,New Star Of The Year - Actor
James Caan,1966,Nominee,New Star Of The Year - Actor
James Fox,1966,Nominee,New Star Of The Year - Actor
Tom Nardini,1966,Nominee,New Star Of The Year - Actor
Robert Redford,1966,Winner,New Star Of The Year - Actor
Benjamin Frankel,1966,Nominee,Best Original Score - Motion Picture
Henry Mancini,1966,Nominee,Best Original Score - Motion Picture
Johnny Mandel,1966,Nominee,Best Original Score - Motion Picture
Riz Ortolani,1966,Nominee,Best Original Score - Motion Picture
Maurice Jarre,1966,Winner,Best Original Score - Motion Picture
Guy Green,1966,Nominee,Best Director - Motion Picture
John Schlesinger,1966,Nominee,Best Director - Motion Picture
Robert Wise,1966,Nominee,Best Director - Motion Picture
William Wyler,1966,Nominee,Best Director - Motion Picture
David Lean,1966,Winner,Best Director - Motion Picture
The Knack ...And How To Get It,1966,Nominee,Foreign Film - English Language
The Leather Boys,1966,Nominee,Foreign Film - English Language
90 Degrees In The Shade,1966,Nominee,Foreign Film - English Language
Othello,1966,Nominee,Foreign Film - English Language
Darling,1966,Winner,Foreign Film - English Language
Red Beard,1966,Nominee,Foreign Film - Foreign Language
La ronde (Circle Of Love),1966,Nominee,Foreign Film - Foreign Language
Tarahumara (Always Further On),1966,Nominee,Foreign Film - Foreign Language
The Umbrellas Of Cherbourg,1966,Nominee,Foreign Film - Foreign Language
Juliet of the Spirits,1966,Winner,Foreign Film - Foreign Language
Ursula Andress,1966,Winner,World Film Favorites
Sean Connery,1966,Winner,World Film Favorites
Doris Day,1966,Winner,World Film Favorites
Rex Harrison,1966,Winner,World Film Favorites
Rock Hudson,1966,Winner,World Film Favorites
Marcello Mastroianni,1966,Winner,World Film Favorites
Paul Newman,1966,Winner,World Film Favorites
Natalie Wood,1966,Winner,World Film Favorites
Donna Butterworth,1966,Nominee,New Star Of The Year - Actress
Geraldine Chaplin,1966,Nominee,New Star Of The Year - Actress
Rosemary Forsyth,1966,Nominee,New Star Of The Year - Actress
Maura McGiveney,1966,Nominee,New Star Of The Year - Actress
Joan Blondell,1966,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Joyce Redman,1966,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Thelma Ritter,1966,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Peggy Wood,1966,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Ruth Gordon,1966,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Patty Duke,1966,Nominee,Actress In A Television Series
Mia Farrow,1966,Nominee,Actress In A Television Series
Dorothy Malone,1966,Nominee,Actress In A Television Series
Barbara Stanwyck,1966,Nominee,Actress In A Television Series
Anne Francis,1966,Winner,Actress In A Television Series
Jane Fonda,1966,Nominee,Actress In A Leading Role - Musical Or Comedy
Barbara Harris,1966,Nominee,Actress In A Leading Role - Musical Or Comedy
Rita Tushingham,1966,Nominee,Actress In A Leading Role - Musical Or Comedy
Natalie Wood,1966,Nominee,Actress In A Leading Role - Musical Or Comedy
Julie Andrews,1966,Winner,Actress In A Leading Role - Musical Or Comedy
Lee Marvin,1966,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Red Buttons,1966,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Frank Finlay,1966,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Telly Savalas,1966,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Oskar Werner,1966,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Don Adams,1966,Nominee,Actor In A Television Series
Ben Gazzara,1966,Nominee,Actor In A Television Series
David McCallum,1966,Nominee,Actor In A Television Series
Robert Vaughn,1966,Nominee,Actor In A Television Series
David Janssen,1966,Winner,Actor In A Television Series
Julie Christie,1966,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Elizabeth Hartman,1966,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Simone Signoret,1966,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Maggie Smith,1966,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Samantha Eggar,1966,Winner,Best Performance by an Actress in a Motion Picture - Drama
Frank Sinatra: A Man and His Music,1966,Nominee,Television Program
Get Smart,1966,Nominee,Television Program
I Spy,1966,Nominee,Television Program
My Name Is Barbra,1966,Nominee,Television Program
"Man From U.N.C.L.E., The",1966,Winner,Television Program
Forget Domani,1966,Winner,Best Original Song - Motion Picture
The Ballad Of Cat Ballou,1966,Nominee,Best Original Song - Motion Picture
The Shadow Of Your Smile,1966,Nominee,Best Original Song - Motion Picture
The Sweetheart Tree,1966,Nominee,Best Original Song - Motion Picture
That Funny Feeling,1966,Nominee,Best Original Song - Motion Picture
Anthony Franciosa,1965,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Fredric March,1965,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Anthony Quinn,1965,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Richard Burton,1965,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Peter O’Toole,1965,Winner,Best Performance by an Actor in a Motion Picture - Drama
Marcello Mastroianni,1965,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Peter Sellers,1965,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Peter Ustinov,1965,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Dick Van Dyke,1965,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
"Chalk Garden, The",1965,Nominee,Best Motion Picture - Drama
Dear Heart,1965,Nominee,Best Motion Picture - Drama
That Man From Rio,1965,Nominee,Foreign Film - Foreign Language
The Well,1965,Nominee,Samuel Goldwyn International Award
Sallah,1965,Winner,Samuel Goldwyn International Award
Mia Farrow,1965,Winner,New Star Of The Year - Actress
Celia Kaye,1965,Winner,New Star Of The Year - Actress
Mary Ann Mobley,1965,Winner,New Star Of The Year - Actress
Harve Presnell,1965,Winner,New Star Of The Year - Actor
George Segal,1965,Winner,New Star Of The Year - Actor
Chaim Topol,1965,Winner,New Star Of The Year - Actor
Laurence Rosenthal,1965,Nominee,Best Original Score - Motion Picture
That Man From Rio,1965,Nominee,Foreign Film - Foreign Language
The Well,1965,Nominee,Samuel Goldwyn International Award
Sallah,1965,Winner,Samuel Goldwyn International Award
Mia Farrow,1965,Winner,New Star Of The Year - Actress
Celia Kaye,1965,Winner,New Star Of The Year - Actress
Mary Ann Mobley,1965,Winner,New Star Of The Year - Actress
Harve Presnell,1965,Winner,New Star Of The Year - Actor
George Segal,1965,Winner,New Star Of The Year - Actor
Chaim Topol,1965,Winner,New Star Of The Year - Actor
Laurence Rosenthal,1965,Nominee,Best Original Score - Motion Picture
Richard M. Sherman,1965,Nominee,Best Original Score - Motion Picture
Jerry Goldsmith,1965,Nominee,Best Original Score - Motion Picture
Mikis Theodorakis,1965,Nominee,Best Original Score - Motion Picture
Dimitri Tiomkin,1965,Winner,Best Original Score - Motion Picture
Michael Cacoyannis,1965,Nominee,Best Director - Motion Picture
John Frankenheimer,1965,Nominee,Best Director - Motion Picture
Peter Glenville,1965,Nominee,Best Director - Motion Picture
John Huston,1965,Nominee,Best Director - Motion Picture
George Cukor,1965,Winner,Best Director - Motion Picture
Sophia Loren,1965,Winner,World Film Favorites
Marcello Mastroianni,1965,Winner,World Film Favorites
Elizabeth Ashley,1965,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Grayson Hall,1965,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Lila Kedrova,1965,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Ann Sothern,1965,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture
Agnes Moorehead,1965,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture
Dorothy Malone,1965,Nominee,Actress In A Television Series
Yvette Mimieux,1965,Nominee,Actress In A Television Series
Elizabeth Montgomery,1965,Nominee,Actress In A Television Series
Julie Newmar,1965,Nominee,Actress In A Television Series
Mary Tyler Moore,1965,Winner,Actress In A Television Series
Audrey Hepburn,1965,Nominee,Actress In A Leading Role - Musical Or Comedy
Sophia Loren,1965,Nominee,Actress In A Leading Role - Musical Or Comedy
Melina Mercouri,1965,Nominee,Actress In A Leading Role - Musical Or Comedy
Debbie Reynolds,1965,Nominee,Actress In A Leading Role - Musical Or Comedy
Julie Andrews,1965,Winner,Actress In A Leading Role - Musical Or Comedy
Rex Harrison,1965,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Cyril Delevanti,1965,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Stanley Holloway,1965,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Edmond O’Brien,1965,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture
Lee Tracy,1965,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Richard Crenna,1965,Nominee,Actor In A Television Series
James Franciscus,1965,Nominee,Actor In A Television Series
David Janssen,1965,Nominee,Actor In A Television Series
Robert Vaughn,1965,Nominee,Actor In A Television Series
Gene Barry,1965,Winner,Actor In A Television Series
Ava Gardner,1965,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Rita Hayworth,1965,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Geraldine Page,1965,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Jean Seberg,1965,Nominee,Best Performance by an Actress in a Motion Picture - Drama
Anne Bancroft,1965,Winner,Best Performance by an Actress in a Motion Picture - Drama
"Munsters, The",1965,Nominee,Television Series
"Red Skelton Hour, The",1965,Nominee,Television Series
12 O'Clock High,1965,Nominee,Television Series
Wendy and Me,1965,Nominee,Television Series
"Rogues, The",1965,Winner,Television Series
Circus World,1965,Winner,Best Original Song - Motion Picture
Dear Heart,1965,Nominee,Best Original Song - Motion Picture
From Russia With Love,1965,Nominee,Best Original Song - Motion Picture
Sunday In New York,1965,Nominee,Best Original Song - Motion Picture
Where Love Has Gone,1965,Nominee,Best Original Song - Motion Picture
Gilbert Roland,1965,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture
Sallah,1965,Winner,Foreign Film - Foreign Language
Marlon Brando,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Stathis Giallelis,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Rex Harrison,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Steve McQueen,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Paul Newman,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Gregory Peck,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Tom Tryon,1964,Nominee,Best Performance by an Actor in a Motion Picture - Drama
Sidney Poitier,1964,Winner,Best Performance by an Actor in a Motion Picture - Drama
Albert Finney,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
James Garner,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Cary Grant,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jack Lemmon,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jack Lemmon,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Frank Sinatra,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
– Terry-Thomas,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
Jonathan Winters,1964,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy
