title,year,status,award,movie
Lucille Ball,1969,Nominee,Actress In A Leading Role - Musical Or Comedy,"Yours, Mine and Ours"
Petula Clark,1969,Nominee,Actress In A Leading Role - Musical Or Comedy,Finian's Rainbow
Gina Lollobrigida,1969,Nominee,Actress In A Leading Role - Musical Or Comedy,"Buona Sera, Mrs. Campbell"
Barbra Streisand,1969,Winner,Actress In A Leading Role - Musical Or Comedy,Funny Girl
Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oliver!
Beau Bridges,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,For Love of Ivy
Ossie Davis,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Scalphunters, The"
Hugh Griffith,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oliver!
Martin Sheen,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Subject Was Roses, The"
Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Star!
Raymond Burr,1969,Nominee,Actor In A Television Series,Ironside
Peter Graves,1969,Nominee,Actor In A Television Series,Mission: Impossible
Dean Martin,1969,Nominee,Actor In A Television Series,"Dean Martin Show, The"
Efrem Zimbalist Jr.,1969,Nominee,Actor In A Television Series,"F.B.I., The"
Ron Moody,1969,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Oliver!
Beau Bridges,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,For Love of Ivy
Ossie Davis,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Scalphunters, The"
Hugh Griffith,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Oliver!
Martin Sheen,1969,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Subject Was Roses, The"
Daniel Massey,1969,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Star!
Raymond Burr,1969,Nominee,Actor In A Television Series,Ironside
Peter Graves,1969,Nominee,Actor In A Television Series,Mission: Impossible
Dean Martin,1969,Nominee,Actor In A Television Series,"Dean Martin Show, The"
Efrem Zimbalist Jr.,1969,Nominee,Actor In A Television Series,"F.B.I., The"
Rowan & Martin's Laugh-In,1969,Winner,Television Series,
,1969,Nominee,Best Original Song - Motion Picture,"Buona Sera, Mrs. Campbell"
Chitty Chitty Bang Bang,1969,Nominee,Best Original Song - Motion Picture,Chitty Chitty Bang Bang
Funny Girl,1969,Nominee,Best Original Song - Motion Picture,Funny Girl
Star!,1969,Nominee,Best Original Song - Motion Picture,Star!
The Windmills of Your Mind,1969,Winner,Best Original Song - Motion Picture,"Thomas Crown Affair, The"
Alan Bates,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Far From The Madding Crowd
Warren Beatty,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Bonnie and Clyde
Paul Newman,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Cool Hand Luke
Spencer Tracy,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Guess Who's Coming To Dinner
Sidney Poitier,1968,Nominee,Best Performance by an Actor in a Motion Picture - Drama,In the Heat of the Night
Rod Steiger,1968,Winner,Best Performance by an Actor in a Motion Picture - Drama,In the Heat of the Night
Richard Burton,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Taming of the Shrew, The"
Rex Harrison,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Doctor Dolittle
Dustin Hoffman,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Graduate, The"
Ugo Tognazzi,1968,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Climax
Sterling Silliphant,1968,Winner,Best Screenplay - Motion Picture,In the Heat of the Night
Bonnie and Clyde,1968,Nominee,Best Motion Picture - Drama,
Far From The Madding Crowd,1968,Nominee,Best Motion Picture - Drama,
Guess Who's Coming To Dinner,1968,Nominee,Best Motion Picture - Drama,
In Cold Blood,1968,Nominee,Best Motion Picture - Drama,
Camelot,1968,Nominee,Best Motion Picture - Musical or Comedy,
Doctor Dolittle,1968,Nominee,Best Motion Picture - Musical or Comedy,
"Taming of the Shrew, The",1968,Nominee,Best Motion Picture - Musical or Comedy,
Thoroughly Modern Millie,1968,Nominee,Best Motion Picture - Musical or Comedy,
"Graduate, The",1968,Winner,Best Motion Picture - Musical or Comedy,
Robert Benton,1968,Nominee,Best Screenplay - Motion Picture,Bonnie and Clyde
Lewis John Carlino,1968,Nominee,Best Screenplay - Motion Picture,The Fox
Buck Henry,1968,Nominee,Best Screenplay - Motion Picture,"Graduate, The"
William Rose,1968,Nominee,Best Screenplay - Motion Picture,Guess Who's Coming To Dinner
Katharine Ross,1968,Winner,New Star Of The Year - Actress,"Graduate, The"
Oded Kotler,1968,Nominee,New Star Of The Year - Actor,Three Days and a Child
Franco Nero,1968,Nominee,New Star Of The Year - Actor,Camelot
Michael J. Pollard,1968,Nominee,New Star Of The Year - Actor,Bonnie and Clyde
Tommy Steele,1968,Nominee,New Star Of The Year - Actor,"Happiest Millionaire, The"
Dustin Hoffman,1968,Winner,New Star Of The Year - Actor,"Graduate, The"
Leslie Bricusse,1968,Nominee,Best Original Score - Motion Picture,Doctor Dolittle
Francis Lai,1968,Nominee,Best Original Score - Motion Picture,Live For Life
Elmer Bernstein,1968,Nominee,Best Original Score - Motion Picture,Thoroughly Modern Millie
Henry Mancini,1968,Nominee,Best Original Score - Motion Picture,Two for the Road
Frederick Loewe,1968,Winner,Best Original Score - Motion Picture,Camelot
Norman Jewison,1968,Nominee,Best Director - Motion Picture,In the Heat of the Night
Stanley Kramer,1968,Nominee,Best Director - Motion Picture,Guess Who's Coming To Dinner
Arthur Penn,1968,Nominee,Best Director - Motion Picture,Bonnie and Clyde
Mark Rydell,1968,Nominee,Best Director - Motion Picture,The Fox
Mike Nichols,1968,Winner,Best Director - Motion Picture,"Graduate, The"
Accident,1968,Nominee,Foreign Film - English Language,
"Jokers, The",1968,Nominee,Foreign Film - English Language,
Smashing Time,1968,Nominee,Foreign Film - English Language,
Ulysses,1968,Nominee,Foreign Film - English Language,
The Whisperers,1968,Nominee,Foreign Film - English Language,
The Fox,1968,Winner,Foreign Film - English Language,
The Climax,1968,Nominee,Foreign Film - Foreign Language,
Closely Watched Trains,1968,Nominee,Foreign Film - Foreign Language,
Elvira Madigan,1968,Nominee,Foreign Film - Foreign Language,
The Stranger,1968,Nominee,Foreign Film - Foreign Language,
Live For Life,1968,Winner,Foreign Film - Foreign Language,
Julie Andrews,1968,Winner,World Film Favorites,
Paul Newman,1968,Winner,World Film Favorites,
Greta Baldwin,1968,Nominee,New Star Of The Year - Actress,Rogues' Gallery
Pia Degermark,1968,Nominee,New Star Of The Year - Actress,Elvira Madigan
Faye Dunaway,1968,Nominee,New Star Of The Year - Actress,Hurry Sundown
Katharine Houghton,1968,Nominee,New Star Of The Year - Actress,Guess Who's Coming To Dinner
Katharine Ross,1968,Nominee,New Star Of The Year - Actress,"Graduate, The"
Sharon Tate,1968,Nominee,New Star Of The Year - Actress,Valley of the Dolls
Quentin Dean,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,In the Heat of the Night
Lillian Gish,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,"Comedians, The"
Lee Grant,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,In the Heat of the Night
Pruenella Ransome,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Far From The Madding Crowd
Beah Richards,1968,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Guess Who's Coming To Dinner
Carol Channing,1968,Winner,Best Performance by an Actress in a Supporting Role in any Motion Picture,Thoroughly Modern Millie
Barbara Bain,1968,Nominee,Actress In A Television Series,Mission: Impossible
Lucille Ball,1968,Nominee,Actress In A Television Series,"Lucy Show, The"
Nancy Sinatra,1968,Nominee,Actress In A Television Series,Movin' with Nancy
Barbara Stanwyck,1968,Nominee,Actress In A Television Series,"Big Valley, The"
Carol Burnett,1968,Winner,Actress In A Television Series,"Carol Burnett Show, The"
Julie Andrews,1968,Nominee,Actress In A Leading Role - Musical Or Comedy,Thoroughly Modern Millie
Audrey Hepburn,1968,Nominee,Actress In A Leading Role - Musical Or Comedy,Two for the Road
Shirley MacLaine,1968,Nominee,Actress In A Leading Role - Musical Or Comedy,Woman Times Seven
Vanessa Redgrave,1968,Nominee,Actress In A Leading Role - Musical Or Comedy,Camelot
Anne Bancroft,1968,Winner,Actress In A Leading Role - Musical Or Comedy,"Graduate, The"
Richard Harris,1968,Winner,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Camelot
John Cassavetes,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,"Dirty Dozen, The"
George Kennedy,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Cool Hand Luke
Michael J. Pollard,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Bonnie and Clyde
Efrem Zimbalist Jr.,1968,Nominee,Best Performance by an Actor in a Supporting Role in any Motion Picture,Wait Until Dark
Richard Attenborough,1968,Winner,Best Performance by an Actor in a Supporting Role in any Motion Picture,Doctor Dolittle
Brendon Boone,1968,Nominee,Actor In A Television Series,Garrison's Gorillas
Ben Gazzara,1968,Nominee,Actor In A Television Series,Run For Your Life
Dean Martin,1968,Nominee,Actor In A Television Series,"Dean Martin Show, The"
Andy Williams,1968,Nominee,Actor In A Television Series,"Andy Williams Show, The"
Martin Landau,1968,Winner,Actor In A Television Series,Mission: Impossible
Faye Dunaway,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Bonnie and Clyde
Audrey Hepburn,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Wait Until Dark
Katharine Hepburn,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama,Guess Who's Coming To Dinner
Anne Heywood,1968,Nominee,Best Performance by an Actress in a Motion Picture - Drama,The Fox
Edith Evans,1968,Winner,Best Performance by an Actress in a Motion Picture - Drama,The Whisperers
"Carol Burnett Show, The",1968,Nominee,Television Series,
"Dean Martin Show, The",1968,Nominee,Television Series,
Garrison's Gorillas,1968,Nominee,Television Series,
Rowan & Martin's Laugh-In,1968,Nominee,Television Series,
Mission: Impossible,1968,Winner,Television Series,
Des Ronds dans L'Eau,1968,Nominee,Best Original Song - Motion Picture,Live For Life
Please Don't Gamble With Love,1968,Nominee,Best Original Song - Motion Picture,Ski Fever
If Ever I Would Leave You,1968,Winner,Best Original Song - Motion Picture,Camelot
Talk To The Animals,1968,Nominee,Best Original Song - Motion Picture,Doctor Dolittle
Thoroughly Modern Millie,1968,Nominee,Best Original Song - Motion Picture,Thoroughly Modern Millie
In the Heat of the Night,1968,Winner,Best Motion Picture - Drama,
Richard Burton,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Who's Afraid of Virginia Woolf?
Michael Caine,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Alfie (1966)
Steve McQueen,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama,The Sand Pebbles
Max von Sydow,1967,Nominee,Best Performance by an Actor in a Motion Picture - Drama,Hawaii
Paul Scofield,1967,Winner,Best Performance by an Actor in a Motion Picture - Drama,"Man for All Seasons, A"
Alan Bates,1967,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Georgy Girl
Michael Caine,1967,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,Gambit
Lionel Jeffries,1967,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,The Spy With A Cold Nose
Walter Matthau,1967,Nominee,Best Performance by an Actor in a Motion Picture - Musical or Comedy,"Fortune Cookie, The"
Robert Bolt,1967,Winner,Best Screenplay - Motion Picture,"Man for All Seasons, A"
Born Free,1967,Nominee,Best Motion Picture - Drama,
"Professionals, The",1967,Nominee,Best Motion Picture - Drama,
The Sand Pebbles,1967,Nominee,Best Motion Picture - Drama,
Who's Afraid of Virginia Woolf?,1967,Nominee,Best Motion Picture - Drama,
"Man for All Seasons, A",1967,Winner,Best Motion Picture - Drama,
"Funny Thing Happened on the Way to the Forum, A",1967,Nominee,Best Motion Picture - Musical or Comedy,
Gambit,1967,Nominee,Best Motion Picture - Musical or Comedy,
"Not With My Wife, You Don't",1967,Nominee,Best Motion Picture - Musical or Comedy,
You're a Big Boy Now,1967,Nominee,Best Motion Picture - Musical or Comedy,
"Russians Are Coming, The Russians Are Coming, The",1967,Winner,Best Motion Picture - Musical or Comedy,
Bill Naughton,1967,Nominee,Best Screenplay - Motion Picture,Alfie (1966)
William Rose,1967,Nominee,Best Screenplay - Motion Picture,"Russians Are Coming, The Russians Are Coming, The"
Robert Anderson,1967,Nominee,Best Screenplay - Motion Picture,The Sand Pebbles
Ernest Lehman,1967,Nominee,Best Screenplay - Motion Picture,Who's Afraid of Virginia Woolf?
Camilla Sparv,1967,Winner,New Star Of The Year - Actress,Dead Heat on a Merry-Go-Round
Alan Arkin,1967,Nominee,New Star Of The Year - Actor,"Russians Are Coming, The Russians Are Coming, The"
Alan Bates,1967,Nominee,New Star Of The Year - Actor,Georgy Girl
John Philip Law,1967,Nominee,New Star Of The Year - Actor,"Russians Are Coming, The Russians Are Coming, The"
Antonio Sábato,1967,Nominee,New Star Of The Year - Actor,Grand Prix
James Farentino,1967,Winner,New Star Of The Year - Actor,"Pad, The"
Toshirô Mayuzumi,1967,Nominee,Best Original Score - Motion Picture,The Bible: In The Beginning
Maurice Jarre,1967,Nominee,Best Original Score - Motion Picture,Is Paris Burning?
Francis Lai,1967,Nominee,Best Original Score - Motion Picture,A Man And A Woman
Jerry Goldsmith,1967,Nominee,Best Original Score - Motion Picture,The Sand Pebbles
Elmer Bernstein,1967,Winner,Best Original Score - Motion Picture,Hawaii
Lewis Gilbert,1967,Nominee,Best Director - Motion Picture,Alfie (1966)
Claude Lelouch,1967,Nominee,Best Director - Motion Picture,A Man And A Woman
Mike Nichols,1967,Nominee,Best Director - Motion Picture,Who's Afraid of Virginia Woolf?
Robert Wise,1967,Nominee,Best Director - Motion Picture,The Sand Pebbles
Fred Zinnemann,1967,Winner,Best Director - Motion Picture,"Man for All Seasons, A"
Blow-Up,1967,Nominee,Foreign Film - English Language,
Georgy Girl,1967,Nominee,Foreign Film - English Language,
Morgan!,1967,Nominee,Foreign Film - English Language,
Romeo And Juliet (1966),1967,Nominee,Foreign Film - English Language,
The Spy With A Cold Nose,1967,Nominee,Foreign Film - English Language,
Alfie (1966),1967,Winner,Foreign Film - English Language,
Impossible On Saturday,1967,Nominee,Foreign Film - Foreign Language,
"Signore & signori (The Birds, The Bees And The Italians)",1967,Nominee,Foreign Film - Foreign Language,
Loves of a Blonde,1967,Nominee,Foreign Film - Foreign Language,
A Man And A Woman,1967,Winner,Foreign Film - Foreign Language,
Julie Andrews,1967,Winner,World Film Favorites,
Steve McQueen,1967,Winner,World Film Favorites,
Candice Bergen,1967,Nominee,New Star Of The Year - Actress,"Group, The"
Candice Bergen,1967,Nominee,New Star Of The Year - Actress,The Sand Pebbles
Marie Gomez,1967,Nominee,New Star Of The Year - Actress,"Professionals, The"
Lynn Redgrave,1967,Nominee,New Star Of The Year - Actress,Georgy Girl
Jessica Walter,1967,Nominee,New Star Of The Year - Actress,Grand Prix
Sandy Dennis,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Who's Afraid of Virginia Woolf?
Vivien Merchant,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alfie (1966)
Geraldine Page,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,You're a Big Boy Now
Shelley Winters,1967,Nominee,Best Performance by an Actress in a Supporting Role in any Motion Picture,Alfie (1966)
